id,title,year,authors,venue,entityUrl
1857,ProbView: a flexible probabilistic database system,1997,"Laks V. S. Lakshmanan, Nicola Leone, Robert Ross, V. S. Subrahmanian",ACM Transactions on Database Systems (TODS),261131
1858,Zoo: a desktop experiment management environment,1997,"Yannis E. Ioannidis, Miron Livny, Anastassia Ailamaki, Anand Narayanan, Andrew Therber",International Conference on Management of Data,253415
1859,Transactional client-server cache consistency: alternatives and performance,1997,"Michael J. Franklin, Michael J. Carey, Miron Livny",ACM Transactions on Database Systems (TODS),261125
1860,OGDI: toward interoperability among geospatial databases,1997,"Gilles Cl&#233;ment, Christian Larouche, Denis Gouin, Paul Morin, Henry Kucera",ACM SIGMOD Record,262765
1861,An extended entity-relationship model for geographic applications,1997,"Thanasis Hadzilacos, Nectaria Tryfona",ACM SIGMOD Record,262766
1862,A query language for a Web-site management system,1997,"Mary Fernandez, Daniela Florescu, Alon Levy, Dan Suciu",ACM SIGMOD Record,262763
1863,Quasi-cubes: exploiting approximations in multidimensional databases,1997,"Daniel Barbar&#225;, Mark Sullivan",ACM SIGMOD Record,262764
1864,The WHIPS prototype for data warehouse creation and maintenance,1997,"Wilburt J. Labio, Yue Zhuge, Janet L. Wiener, Himanshu Gupta, H&#233;ctor Garc&#237;a-Molina, Jennifer Widom",International Conference on Management of Data,253405
1865,Structural matching and discovery in document databases,1997,"Jason Tsong-Li Wang, Dennis Shasha, George J. S. Chang, Liam Relihan, Kaizhong Zhang, Girish Patel",International Conference on Management of Data,253406
1866,STRUDEL: a Web site management system,1997,"Mary Fernandez, Daniela Florescu, Jaewoo Kang, Alon Levy, Dan Suciu",International Conference on Management of Data,253403
1867,GeoMiner: a system prototype for spatial data mining,1997,"Jaiwei Han, Krzysztof Koperski, Nebojsa Stefanovic",International Conference on Management of Data,253404
1868,Sentinel: an object-oriented DBMS with event-based rules,1997,S. Chakravarthy,International Conference on Management of Data,253409
1869,The MENTOR workbench for enterprise-wide workflow management,1997,"Dirk Wodtke, Jeanine Weissenfels, Gerhard Weikum, Angelika Kotz Dittrich, Peter Muth",International Conference on Management of Data,253411
1870,S3: similarity search in CAD database systems,1997,"Stefan Berchtold, Hans-Peter Kriegel",International Conference on Management of Data,253407
1871,PREDATOR: an OR-DBMS with enhanced data types,1997,"Praveen Seshadri, Mark Paskin",International Conference on Management of Data,253408
1872,The active database management system manifesto: a rulebase of ADBMS features,1996,Corporate Act-Net Consortium,ACM SIGMOD Record,234896
1873,Report on first international workshop on real-time database systems,1996,"Azer Bestavros, Kwei-Jay Lin, Sang Son",ACM SIGMOD Record,234897
1874,BeSS object storage manager: architecture overview,1996,"Alexandros Biliris, Euthimios Panagos",ACM SIGMOD Record,234898
1875,Middle East Technical University Software Research and Development Center,1996,Asuman Dogac,ACM SIGMOD Record,234900
1876,Much ado about shared-nothing,1996,"Michael G. Norman, Thomas Zurek, Peter Thanisch",ACM SIGMOD Record,234892
1877,On the cost of monitoring and reorganization of object bases for clustering,1996,"Carsten A. Gerlhof, Alfons Kemper, Guido Moerkotte",ACM SIGMOD Record,234893
1878,Open issues in parallel query optimization,1996,"Waqar Hasan, Daniela Florescu, Patrick Valduriez",ACM SIGMOD Record,234894
1879,Control strategies for complex relational query processing in shared nothing systems,1996,"Lionel Brunie, Harald Kosch",ACM SIGMOD Record,234895
1880,"LH*-a scalable, distributed data structure",1996,"Witold Litwin, Marie-Anna Neimat, Donovan A. Schneider",ACM Transactions on Database Systems (TODS),236713
1881,Semantics for update rule programs and implementation in a relational database management system,1996,"Louiqa Raschid, Jorge Lobo",ACM Transactions on Database Systems (TODS),236714
1882,Extended ephemeral logging: log storage management for applications with long lived transactions,1997,"John S. Keen, William J. Dally",ACM Transactions on Database Systems (TODS),244811
1883,Outerjoin simplification and reordering for query optimization,1997,"C&#233;sar Galindo-Legaria, Arnon Rosenthal",ACM Transactions on Database Systems (TODS),244812
1884,"OLAP, relational, and multidimensional database systems",1996,George Colliat,ACM SIGMOD Record,234901
1885,UniSQL's next-generation object-relational database management system,1996,"Albert D'Andrea, Phil Janus",ACM SIGMOD Record,234902
1886,Scientists called upon to take actions,1996,Xiaolei Qian,ACM SIGMOD Record,234903
1887,Model and verification of a data manager based on ARIES,1996,Dean Kuo,ACM Transactions on Database Systems (TODS),236712
1888,Dynamic information visualization,1996,Yannis E. Ioannidis,ACM SIGMOD Record,245890
1889,Information visualization,1996,"Tiziana Catarci, Isabel F. Cruz",ACM SIGMOD Record,245888
1890,Spotfire: an information exploration environment,1996,Christopher Ahlberg,ACM SIGMOD Record,245893
1891,Incremental data structures and algorithms for dynamic query interfaces,1996,"Egemen Tanin, Richard Beigel, Ben Shneiderman",ACM SIGMOD Record,245891
1892,"A response to R. Camps' article Domains, relations and religious wars",1996,C. J. Date,ACM SIGMOD Record,245885
1893,An axiomatic model of dynamic schema evolution in objectbase systems,1997,"Randel J. Peters, M. Tamer &#214;zsu",ACM Transactions on Database Systems (TODS),244813
1894,The aggregate data problem: a system for their definition and management,1996,"M. Rafanelli, A. Bezenchek, L. Tininini",ACM SIGMOD Record,245887
1895,"In reply to Domains, relations and religious wars",1996,Hugh Darwen,ACM SIGMOD Record,245886
1896,Report from the NSF workshop on workflow and process automation in information systems,1996,"Amit Sheth, Dimitrios Georgakopoulos, Stef M. M. Joosten, Marek Rusinkiewicz, Walt Scacchi, Jack Wileden, Alexander L. Wolf",ACM SIGMOD Record,245903
1897,3D geographic network displays,1996,"Kenneth C. Cox, Stephen G. Eick, Taosong He",ACM SIGMOD Record,245901
1898,The Mariposa distributed database management system,1996,Jeff Sidell,ACM SIGMOD Record,245906
1899,An orthogonally persistent Java,1996,"M. P. Atkinson, L. Dayn&#232;s, M. J. Jordan, T. Printezis, S. Spence",ACM SIGMOD Record,245905
1900,Pixel-oriented database visualizations,1996,Daniel A. Keim,ACM SIGMOD Record,245896
1901,A framework for information visualisation,1996,"Jessie B. Kennedy, Kenneth J. Mitchell, Peter J. Barclay",ACM SIGMOD Record,245895
1902,Applying database visualization to the World Wide Web,1996,"Masum Z. Hasan, Alberto O. Mendelzon, Dimitra Vista",ACM SIGMOD Record,245900
1903,To table or not to table: a hypertabular answer,1996,"Giuseppe Santucci, Laura Tarantino",ACM SIGMOD Record,245898
1904,WWW-UDK: a web-based environmental meta-information system,1997,"Ralf Kramer, Ralf Nicholai, Arne Koschel, Claudia Rolker, Peter Lockemann, Andree Keitel, Rudolf Legat, Konrad Tirm",ACM SIGMOD Record,248607
1905,UIS-management of data and services in the environmental information systems of Baden-W&#252;rttemberg,1997,"Wolf-Fritz Riekert, Roland Mayer-F&#246;ll, Gerlinde Wiest",ACM SIGMOD Record,248608
1906,Integrating modelling systems for environmental management information systems,1997,"David J. Abel, Kerry Taylor, Dean Kun",ACM SIGMOD Record,248605
1907,Improving access to environmental data using context information,1997,"Anthony Tomasic, Eric Simon",ACM SIGMOD Record,248606
1908,New programs at DARPA and NSF,1996,Xiolai Qian,ACM SIGMOD Record,245909
1909,Environmental information systems,1997,Oliver G&#252;nther,ACM SIGMOD Record,248604
1910,New standard for stored procedures in SQL,1996,Andrew Eisenberg,ACM SIGMOD Record,245907
1911,"TPC-D-the challenges, issues and results",1996,Ramesh Bhashyam,ACM SIGMOD Record,245908
1912,Extraction of object-oriented structures from existing relational databases,1997,"Shekar Ramanathan, Julia Hodges",ACM SIGMOD Record,248615
1913,An overview of data warehousing and OLAP technology,1997,"Surajit Chaudhuri, Umeshwar Dayal",ACM SIGMOD Record,248616
1914,Min-max compression methods for medical image databases,1997,"Kosmas Karadimitriou, John M. Tyler",ACM SIGMOD Record,248613
1915,Converting relational to object-oriented databases,1997,Joseph Fong,ACM SIGMOD Record,248614
1916,"Mediator languages-a proposal for a standard: report of an I3/POB working group held at the University of Maryland, April 12 and 13, 1996",1997,"Peter Buneman, Louiqa Raschid, Jeffrey Ullman",ACM SIGMOD Record,248611
1917,A consumer viewpoint on Mediator languages-a proposal for a standard,1997,"Arnon Rosenthal, Erich Hughes, Scott Renner, Len Seligman",ACM SIGMOD Record,248612
1918,Data management for earth system science,1997,"James Frew, Jeff Dozier",ACM SIGMOD Record,248609
1919,Open GIS and on-line environmental libraries,1997,Kenn Gardels,ACM SIGMOD Record,248610
1920,Similarity-based queries for time series data,1997,"Davood Rafiei, Alberto Mendelzon",International Conference on Management of Data,253264
1921,Fast parallel similarity search in multimedia databases,1997,"Stefan Berchtold, Christian B&#246;hm, Bernhard Braunm&#252;ller, Daniel A. Keim, Hans-Peter Kriegel",International Conference on Management of Data,253263
1922,An adaptive data replication algorithm,1997,"Ouri Wolfson, Sushil Jajodia, Yixiu Huang",ACM Transactions on Database Systems (TODS),249982
1923,Applying formal methods to semantic-based decomposition of transactions,1997,"Paul Ammann, Sushil Jajodia, Indrakshi Ray",ACM Transactions on Database Systems (TODS),249981
1924,On the semantics of now in databases,1997,"James Clifford, Curtis Dyreson, Tom&#225;s Isakowitz, Christian S. Jensen, Richard Thomas Snodgrass",ACM Transactions on Database Systems (TODS),249980
1925,Logical design for temporal databases with multiple granularities,1997,"X. Sean Wang, Claudio Bettini, Alexander Brodsky, Sushil Jajodia",ACM Transactions on Database Systems (TODS),249979
1926,Opportunities in information management and assurance,1997,Xiaolei Qian,ACM SIGMOD Record,248618
1927,Query previews for networked information systems: a case study with NASA environmental data,1997,"Khoa Doan, Catherine Plaisant, Ben Shneiderman, Tom Bruns",ACM SIGMOD Record,248617
1928,Database buffer size investigation for OLTP workloads,1997,"Thin-Fong Tsuei, Allan N. Packer, Keng-Tai Ko",International Conference on Management of Data,253279
1929,Maintenance of data cubes and summary tables in a warehouse,1997,"Inderpal Singh Mumick, Dallan Quass, Barinderpal Singh Mumick",International Conference on Management of Data,253277
1930,Cubetree: organization of and bulk incremental updates on the data cube,1997,"Nick Roussopoulos, Yannis Kotidis, Mema Roussopoulos",International Conference on Management of Data,253276
1931,Range queries in OLAP data cubes,1997,"Ching-Tien Ho, Rakesh Agrawal, Nimrod Megiddo, Ramakrishnan Srikant",International Conference on Management of Data,253274
1932,Concurrency and recovery in generalized search trees,1997,"Marcel Kornacker, C. Mohan, Joseph M. Hellerstein",International Conference on Management of Data,253272
1933,Highly concurrent cache consistency for indices in client-server database systems,1997,"Markos Zaharioudakis, Michael J. Carey",International Conference on Management of Data,253269
1934,Improved query performance with variant indexes,1997,"Patrick O'Neil, Dallan Quass",International Conference on Management of Data,253268
1935,Meaningful change detection in structured data,1997,"Sudarshan S. Chawathe, Hector Garcia-Molina",International Conference on Management of Data,253266
1936,"Pattern matching and pattern discovery in scientific, program, and document databases",1995,"Jason T. L. Wang, Kaizhong Zhang, Dennis Shasha",International Conference on Management of Data,223900
1937,PTool: a light weight persistent object manager,1995,"R. L. Grossman, D. Hanley, X. Qin",International Conference on Management of Data,223901
1938,Using the CALANDA time series management system,1995,"Werner Dreyer, Angelika Kotz Dittrich, Duri Schmidt",International Conference on Management of Data,223902
1939,The ECRC multi database system,1995,"Willem Jonker, Heribert Sch&#252;tz",International Conference on Management of Data,223903
1940,Modularization techniques for active rules design,1996,"Elena Baralis, Stefano Ceri, Stefano Paraboschi",ACM Transactions on Database Systems (TODS),227605
1941,Polymorphism and type inference in database programming,1996,"Peter Buneman, Atsushi Ohori",ACM Transactions on Database Systems (TODS),227609
1942,A normal form for precisely characterizing redundancy in nested relations,1996,"Wai Yin Mok, Yiu-Kai Ng, David W. Embley",ACM Transactions on Database Systems (TODS),227612
1943,Magic conditions,1996,"Inderpal Singh Mumick, Sheldon J. Finkelstein, Hamid Pirahesh, Raghu Ramakrishnan",ACM Transactions on Database Systems (TODS),227624
1944,The building blocks for specifying communication behavior of complex objects: an activity-driven approach,1996,"Ling Liu, Robert Meersman",ACM Transactions on Database Systems (TODS),232622
1945,Tail recursion elimination in deductive databases,1996,Kenneth A. Ross,ACM Transactions on Database Systems (TODS),232628
1946,Implementing deductive databases by mixed integer programming,1996,"Colin Bell, Anil Nerode, Raymond T. Ng, V. S. Subrahmanian",ACM Transactions on Database Systems (TODS),232691
