id,https://www.scads.de/movieBenchmark/ontology/primaryProfessions,https://www.scads.de/movieBenchmark/ontology/name,http://dbpedia.org/ontology/birthYear,http://dbpedia.org/ontology/deathYear,entityUrl,https://www.scads.de/movieBenchmark/ontology/isAdult,https://www.scads.de/movieBenchmark/ontology/genre_list,https://www.scads.de/movieBenchmark/ontology/startYear,https://www.scads.de/movieBenchmark/ontology/runtimeMinutes,https://www.scads.de/movieBenchmark/ontology/title,https://www.scads.de/movieBenchmark/ontology/originalTitle,http://dbpedia.org/ontology/episodeNumber,http://dbpedia.org/ontology/seasonNumber,https://www.scads.de/movieBenchmark/ontology/endYear
4019,"producer,director,writer",John Meredyth Lucas,1919-01-01,2002-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0524188,,,,,,,,,
4020,"actress,soundtrack",June Vincent,1920-01-01,2008-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0898687,,,,,,,,,
4021,"director,producer",Jens Blecker,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm5117878,,,,,,,,,
4022,actor,Frank Kumagai,1919-01-01,1979-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0474726,,,,,,,,,
4023,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0726145,0,"Crime,Drama",1974-01-01,60,The Madam,The Madam,18,1,
4024,"director,editor,producer",Harry Keller,1913-01-01,1987-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0445650,,,,,,,,,
4025,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604379,0,"Crime,Drama,Mystery",1999-01-01,,Homicide.com,Homicide.com,13,7,
4026,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0394811,0,"Action,Drama,Mystery",2002-01-01,,Motherhunt: Part 1,Motherhunt: Part 1,6,2,
4027,writer,Herman Epstein,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1023689,,,,,,,,,
4028,"writer,miscellaneous,producer",Robert Dillon,1932-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0226889,,,,,,,,,
4029,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0551395,0,Comedy,2001-01-01,30,Shaq,Shaq,8,2,
4030,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0941533,0,Drama,1971-01-01,,Episode #1.11,Episode #1.11,11,1,
4031,writer,Wyatt Blassingame,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm5474677,,,,,,,,,
4032,"actor,director,writer",Ullrich Haupt,1915-01-01,1991-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0369444,,,,,,,,,
4033,"producer,actor,writer",Danny Thomas,1912-01-01,1991-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0858683,,,,,,,,,
4034,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt3897454,0,Drama,2015-01-01,54,Chapter 32,Chapter 32,6,3,
4035,"actor,soundtrack",Wally Cox,1924-01-01,1973-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0185281,,,,,,,,,
4036,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt1104264,0,Comedy,2007-01-01,30,The Therapists,The Therapists,9,6,
4037,actor,Robert Cornthwaite,1917-01-01,2006-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0180452,,,,,,,,,
4038,,Gaynor Fairweather,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1662410,,,,,,,,,
4039,"actor,soundtrack,miscellaneous",Juano Hernandez,1896-01-01,1970-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0379621,,,,,,,,,
4040,"writer,director,miscellaneous",Daniel Costelle,1936-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0182500,,,,,,,,,
4041,"writer,director,script_department",Arnold Belgard,1907-01-01,1967-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0067801,,,,,,,,,
4042,"writer,director,assistant_director",Francesco Rosi,1922-01-01,2015-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0742940,,,,,,,,,
4043,"actress,director,writer",Dyan Cannon,1937-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0001007,,,,,,,,,
4044,"editor,editorial_department,director",Philip Cahn,1894-01-01,1984-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0128724,,,,,,,,,
4045,"actor,soundtrack,writer",Larry Murphy,1972-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1926427,,,,,,,,,
4046,"writer,soundtrack,actor",Jean-Loup Dabadie,1938-01-01,2020-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0196362,,,,,,,,,
4047,actress,Gail Bonney,1901-01-01,1984-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0095023,,,,,,,,,
4048,producer,Randy Mason,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1557648,,,,,,,,,
4049,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt10150324,0,,2018-01-01,42,No Finish Line With Nine,No Finish Line With Nine,6,1,
4050,actor,Judson Laire,1902-01-01,1979-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0481997,,,,,,,,,
4051,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630878,0,Drama,1955-01-01,30,I Remember the Rani,I Remember the Rani,35,2,
4052,"actress,soundtrack",Glynis Johns,1923-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0424318,,,,,,,,,
4053,"director,actor,producer",John Newland,1917-01-01,2000-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0627950,,,,,,,,,
4054,"actor,soundtrack",Lee Aaker,1943-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0007342,,,,,,,,,
4055,"writer,producer,director",Willis Goldbeck,1898-01-01,1979-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0325135,,,,,,,,,
4056,"make_up_department,actor,special_effects",Daniel Palisa,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm4306831,,,,,,,,,
4057,"actor,soundtrack,director",Bruno Kirby,1949-01-01,2006-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0456124,,,,,,,,,
4058,"actor,writer,producer",Paul Dooley,1928-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0233209,,,,,,,,,
4059,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0726140,0,"Crime,Drama",1973-01-01,60,Stakeout,Stakeout,4,1,
4060,"editorial_department,editor,miscellaneous",Efraim Klein,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm5194626,,,,,,,,,
4061,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604374,0,"Crime,Drama,Mystery",1993-01-01,48,Gone for Goode,Gone for Goode,1,1,
4062,"writer,producer",Lois Hire,1916-01-01,2006-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0386340,,,,,,,,,
4063,actor,Dennis McCarthy,1920-01-01,1977-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0565104,,,,,,,,,
4064,"producer,writer,miscellaneous",Henry Bromell,1947-01-01,2013-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0111303,,,,,,,,,
4065,"writer,actress",Alexandra Becker,1925-01-01,1990-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0065336,,,,,,,,,
4066,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0551390,0,Comedy,2005-01-01,31,Lewis Needs a Kidney,Lewis Needs a Kidney,5,5,
4067,actor,Reece Pockney,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm5033886,,,,,,,,,
4068,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0657679,0,"Adventure,Drama,Family",1960-01-01,30,Mi's Girl,Mi's Girl,8,1,
4069,"actor,soundtrack",Radoslav Brzobohatý,1932-01-01,2012-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0117505,,,,,,,,,
4070,,Bryce Bateman,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm4359566,,,,,,,,,
4071,"actor,writer,director",Robert Pugh,1950-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0700059,,,,,,,,,
4072,"producer,writer,director",Bruce Paltrow,1943-01-01,2002-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0001591,,,,,,,,,
4073,,Myron Marcotte,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm4836611,,,,,,,,,
4074,actor,Kim Tae-Woo,1971-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0453705,,,,,,,,,
4075,actress,Natasha,1976-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1117019,,,,,,,,,
4076,actor,Cal Bolder,1931-01-01,2005-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0092776,,,,,,,,,
4077,"actress,director,writer",Isabella Rossellini,1952-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0000618,,,,,,,,,
4078,"actor,producer,miscellaneous",Louis Ferreira,1966-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0274371,,,,,,,,,
4079,"cinematographer,camera_department",Paul Ivano,1900-01-01,1984-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0412005,,,,,,,,,
4080,"music_department,composer,soundtrack",Alexander Courage,1919-01-01,2008-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0006021,,,,,,,,,
4081,"writer,script_department",J.A. Novotný,1918-01-01,2005-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0637241,,,,,,,,,
4082,"writer,producer,actor",Michael Gans,1963-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0304531,,,,,,,,,
4083,"actor,writer,producer",Peter Mark Richman,1927-01-01,2021-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0725052,,,,,,,,,
4084,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0631035,0,Drama,1960-01-01,30,The Seducer,The Seducer,8,8,
4085,"director,editor,cinematographer",Johan van der Keuken,1938-01-01,2001-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0450627,,,,,,,,,
4086,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604337,0,"Crime,Drama,Mystery",1993-01-01,,And the Rockets' Dead Glare,And the Rockets' Dead Glare,7,1,
4087,"writer,director",Answald Krüger,1918-01-01,1977-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0473210,,,,,,,,,
4088,"actor,director",Ulrich Beiger,1918-01-01,1996-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0067176,,,,,,,,,
4089,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0710745,0,"Drama,Sport,Western",1962-01-01,60,The Contender,The Contender,1,1,
4090,"writer,producer",László Görög,1903-01-01,1997-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0351444,,,,,,,,,
4091,"writer,actor",John Falvo,1928-01-01,1990-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0963353,,,,,,,,,
4092,"writer,director,actor",Jandhyala,1951-01-01,2001-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0417386,,,,,,,,,
4093,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt5321340,0,"Action,Adventure,Animation",2016-01-01,22,A Party for Tarzan,A Party for Tarzan,7,6,
4094,"actor,director,soundtrack",Jeff Corey,1914-01-01,2002-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0179786,,,,,,,,,
4095,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630873,0,Drama,1954-01-01,30,Guest in the Night,Guest in the Night,1,2,
4096,"producer,production_manager,miscellaneous",Kate Spencer,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1038463,,,,,,,,,
4097,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0968881,0,Reality-TV,2007-01-01,44,Salt Miner,Salt Miner,6,3,
4098,"actor,camera_department",Derek Cecil,1973-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0147689,,,,,,,,,
4099,"actress,soundtrack,producer",Barbara Eden,1931-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0001174,,,,,,,,,
4100,actor,Zaim Muzaferija,1923-01-01,2003-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0616225,,,,,,,,,
4101,"director,producer,writer",William A. Graham,1926-01-01,2013-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0334353,,,,,,,,,
4102,"actor,director",King Donovan,1918-01-01,1987-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0233014,,,,,,,,,
4103,"actress,producer",Denise Alexander,1939-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0018368,,,,,,,,,
4104,"actress,soundtrack",Barbara Billingsley,1915-01-01,2010-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0082511,,,,,,,,,
4105,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0149314,0,"Documentary,Music",1989-01-01,60,Unplugged,Unplugged,,,
4106,actor,Douglass Dumbrille,1889-01-01,1974-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0241523,,,,,,,,,
4107,actress,Susan Morrow,1931-01-01,1985-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0607554,,,,,,,,,
4108,"actor,producer,miscellaneous",Noam Zylberman,1973-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0959112,,,,,,,,,
4109,"actress,producer,director",Pippa Scott,1935-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0779673,,,,,,,,,
4110,actor,Grant Richards,1911-01-01,1963-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0724111,,,,,,,,,
4111,"actress,soundtrack,producer",Keeley Hawes,1976-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0369954,,,,,,,,,
4112,actor,Jimmy Karath,1942-01-01,2014-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0969429,,,,,,,,,
4113,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0657674,0,"Adventure,Drama,Family",1961-01-01,30,Grandpa Returns,Grandpa Returns,30,1,
4114,"producer,director,miscellaneous",Nenad Puhovski,1949-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1090997,,,,,,,,,
4115,"director,writer,production_manager",Jürgen Böttcher,1931-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0127158,,,,,,,,,
4116,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0417116,0,"Documentary,Short",1967-01-01,29,Der Sekretär,Der Sekretär,,,
4117,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630836,0,Drama,1955-01-01,30,Christmas Stopover,Christmas Stopover,17,3,
4118,"animation_department,director,writer",Chuck Jones,1912-01-01,2002-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0005062,,,,,,,,,
4119,,Joanne Shortt Butler,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm9471341,,,,,,,,,
4120,"camera_department,cinematographer",Pavel Hispler,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0386818,,,,,,,,,
4121,"director,writer,producer",Alison Maclean,1958-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0533744,,,,,,,,,
4122,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505669,0,Adventure,1961-01-01,48,The Assassins,The Assassins,9,3,
4123,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0631030,0,Drama,1959-01-01,30,The Red Dress,The Red Dress,6,7,
4124,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604332,0,"Crime,Drama,Mystery",1994-01-01,,A Model Citizen,A Model Citizen,4,3,
4125,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0710740,0,"Drama,Sport,Western",1963-01-01,,The King of the Hill,The King of the Hill,16,1,
4126,actor,Edward Henrickson,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm9027218,,,,,,,,,
4127,actor,John Milton Kennedy,1912-01-01,2006-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0448125,,,,,,,,,
4128,writer,Yelizaveta Smirnova,1908-01-01,1999-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0807089,,,,,,,,,
4129,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0773943,0,"Biography,Comedy,Documentary",2004-01-01,,Albert Einstein,Albert Einstein,6,2,
4130,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0520155,0,Adventure,1962-01-01,,The Search for Robert Herrick,The Search for Robert Herrick,35,1,
4131,actress,Sandra Gould,1916-01-01,1999-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0332490,,,,,,,,,
4132,"director,producer,actor",Jace Alexander,1964-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0003167,,,,,,,,,
4133,"cinematographer,camera_department",Lloyd Ahern Sr.,1905-01-01,1983-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0013914,,,,,,,,,
4134,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0922487,1,Adult,2006-01-01,105,Lebanon,Lebanon,,,
4135,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt5095720,0,Drama,2016-01-01,47,Chapter 47,Chapter 47,8,4,
4136,actress,Claire Brennen,1934-01-01,1977-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0107268,,,,,,,,,
4137,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt10100552,0,Comedy,2019-01-01,,Marika Carlsson gästar,Marika Carlsson gästar,6,3,
4138,"writer,producer",Harriet Frank Jr.,1923-01-01,2020-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0290809,,,,,,,,,
4139,"actor,sound_department",Barry Atwater,1918-01-01,1978-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0041136,,,,,,,,,
4140,"actor,miscellaneous",Lucas Dixon,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm5226793,,,,,,,,,
4141,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0739349,0,"Action,Adventure,Animation",2004-01-01,22,Careers in Science,Careers in Science,2,1,
4142,"actor,editor,cinematographer",Gavin Free,1988-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2259283,,,,,,,,,
4143,"writer,producer,actor",Nic Pizzolatto,1975-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm4446305,,,,,,,,,
4144,"actor,director,producer",Alex Nicol,1916-01-01,2001-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0630132,,,,,,,,,
4145,"actor,soundtrack",Clegg Hoyt,1910-01-01,1967-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0398455,,,,,,,,,
4146,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt4817660,0,Drama,2016-01-01,42,Chapter 41,Chapter 41,2,4,
4147,"producer,director,writer",Peter Jones,1941-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1274585,,,,,,,,,
4148,"production_designer,set_decorator",Irina Stoycheva,1952-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1110975,,,,,,,,,
4149,"writer,producer,soundtrack",Gerald Di Pego,1941-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0224187,,,,,,,,,
4150,"actress,soundtrack",Diane Lane,1965-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0000178,,,,,,,,,
4151,"cinematographer,miscellaneous",Enno Endlicher,1984-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm5190863,,,,,,,,,
4152,actor,John War Eagle,1901-01-01,1991-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0911272,,,,,,,,,
4153,actress,Elizabeth Ashley,1939-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0039051,,,,,,,,,
4154,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505664,0,Adventure,1961-01-01,60,Show Me a Hero,Show Me a Hero,6,3,
4155,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0504570,0,"Comedy,War",1972-01-01,,Folge 3,Folge 3,3,1,
4156,actor,Neil Dainard,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0197391,,,,,,,,,
4157,"miscellaneous,producer,production_manager",Leonard Ho,1925-01-01,1997-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0387337,,,,,,,,,
4158,"actor,sound_department",Robert Chadwick,1933-01-01,1997-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0149505,,,,,,,,,
4159,actress,Greta Granstedt,1907-01-01,1987-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0335215,,,,,,,,,
4160,"producer,director,miscellaneous",Thomas Schlamme,1950-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0772095,,,,,,,,,
4161,actress,Linda Smith,1958-01-01,2006-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm1491641,,,,,,,,,
4162,"editor,editorial_department,cinematographer",Paul Le,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2789995,,,,,,,,,
4163,actor,M.E. Frazier Jr.,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm9027213,,,,,,,,,
4164,"writer,producer,actor",Larry David,1947-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0202970,,,,,,,,,
4165,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt6234736,0,,2017-01-01,80,Door 1 of the 5 Doors to Hell,Door 1 of the 5 Doors to Hell,,,
4166,"writer,actor",Teemu Laajasalo,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm4618428,,,,,,,,,
4167,actor,B.J. McLellan,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0572695,,,,,,,,,
4168,"actress,writer,producer",Dorothy Davenport,1895-01-01,1977-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0202590,,,,,,,,,
4169,actress,Paulina Singerman,1911-01-01,1984-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0802065,,,,,,,,,
4170,"actress,soundtrack",Cheryl Campbell,1949-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0132293,,,,,,,,,
4171,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0520150,0,Adventure,1962-01-01,,The Larcenous Lover,The Larcenous Lover,10,1,
4172,"producer,writer,director",Paul Clarke,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1766739,,,,,,,,,
4173,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt1640884,0,Comedy,2011-01-01,30,Vow of Silence,Vow of Silence,5,8,
4174,actor,Nick Turner,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm5766624,,,,,,,,,
4175,writer,Lemora Mattingly Weber,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2197591,,,,,,,,,
4176,"actor,director,writer",Paul Verhoeven,1901-01-01,1975-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0894204,,,,,,,,,
4177,actor,Kôji Ohkura,1974-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1217490,,,,,,,,,
4178,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505627,0,Adventure,1961-01-01,60,Act of Piracy,Act of Piracy,18,2,
4179,"director,producer,writer",Don Medford,1917-01-01,2012-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0575546,,,,,,,,,
4180,actress,Vivi Janiss,1911-01-01,1988-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0417669,,,,,,,,,
4181,actor,William Windom,1923-01-01,2012-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0934750,,,,,,,,,
4182,"director,writer,actor",Erik van Zuylen,1943-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0958890,,,,,,,,,
4183,"composer,music_department,soundtrack",Dominic Lewis,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3825122,,,,,,,,,
4184,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt1110877,0,Drama,1999-01-01,21,Episode #2.3,Episode #2.3,3,2,
