id,https://www.scads.de/movieBenchmark/ontology/name,http://xmlns.com/foaf/0.1/gender,entityUrl,https://www.scads.de/movieBenchmark/ontology/title,https://www.scads.de/movieBenchmark/ontology/release_year,http://dbpedia.org/ontology/episodeNumber,http://dbpedia.org/ontology/releaseDate,http://dbpedia.org/ontology/seasonNumber,http://dbpedia.org/ontology/abstract,https://www.scads.de/movieBenchmark/ontology/company_type,https://www.scads.de/movieBenchmark/ontology/origin_country,https://www.scads.de/movieBenchmark/ontology/known_for_department,https://www.scads.de/movieBenchmark/ontology/in_production,https://www.scads.de/movieBenchmark/ontology/last_air_date,https://www.scads.de/movieBenchmark/ontology/original_language,https://www.scads.de/movieBenchmark/ontology/languages,https://www.scads.de/movieBenchmark/ontology/status,https://www.scads.de/movieBenchmark/ontology/genre_list,https://www.scads.de/movieBenchmark/ontology/originalTitle,http://xmlns.com/foaf/0.1/homepage,http://dbpedia.org/ontology/numberOfEpisodes,http://dbpedia.org/ontology/numberOfSeasons,http://dbpedia.org/ontology/runtime,http://dbpedia.org/ontology/budget,https://www.scads.de/movieBenchmark/ontology/revenue,https://www.scads.de/movieBenchmark/ontology/production_countries,https://www.scads.de/movieBenchmark/ontology/spoken_languages,http://dbpedia.org/ontology/birthDate,https://www.scads.de/movieBenchmark/ontology/birthPlace,https://www.scads.de/movieBenchmark/ontology/tagline,https://www.scads.de/movieBenchmark/ontology/also_known_as
5381,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1604828,S-T– STAGE MOM,2018-01-01,5,2018-11-09,3,"Seeing the kids believe she exists to solely serve at their pleasure, Maya takes the stage to prove she has so much more to offer. Kenneth finds JJ a job, and JJ finds an unlikely rival. Ray goes undercover informing parents on his classmates’ social lives and gets in too deep.",,,,,,,,,,,,,,,,,,,,,,
5382,Wolfgang Randel,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1812643,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5383,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1257488,Healing Mother's Two Faces (1),2017-01-01,2,2017-01-15,1,,,,,,,,,,,,,,,,,,,,,,,
5384,Jodie Foster,1,https://www.scads.de/movieBenchmark/resource/TMDB/person1038,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
5385,Carla Regina,1,https://www.scads.de/movieBenchmark/resource/TMDB/person1181465,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5386,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1509380,Monty Rides Again,2017-01-01,73,2017-11-01,1,Monty is nervous about trying skateboarding and begins wondering why some people just seem to have courage and others don't.,,,,,,,,,,,,,,,,,,,,,,
5387,Alexis Malone,1,https://www.scads.de/movieBenchmark/resource/TMDB/person997690,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5388,Assumpta Serna,1,https://www.scads.de/movieBenchmark/resource/TMDB/person42123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5389,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode199071,Sea Lamprey Exterminator,2010-01-01,12,2010-11-02,6,"Mike helps the U.S. Fish and Wildlife Service in battling the sea lamprey population that threatens the fishing industry of the Great Lakes. Also, Mike makes meat gel to feed fish in Mandalay Bay Hotel and Casino's shark reef aquarium.",,,,,,,,,,,,,,,,,,,,,,
5390,Jacqueline Thiédot,0,https://www.scads.de/movieBenchmark/resource/TMDB/person20792,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5391,Sibyl Buck,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1857439,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5392,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode311220,"Kellerman, P.I. (2)",1998-01-01,9,1998-12-11,7,"Debbie Straub signs the plea agreement, pointing to Craig as the killer of the baby. Falsone wants more time to work on the case. Danvers reminds Kellerman there was a time when the truth mattered more than his paycheck. Gharty goes off when Sheppard and MGee ask to many questions about Kellerman's leaving of the homicide unit. Kellerman appears to begin doing the right thing, but doesn't pass anything on to anyone who might be able to do anything with it. Craig believes that Debbie isn't going to let him down and he has no plans to testify on his own behalf. Ballard searches for a dinner date when Falsone leaves a message he won't be joining her. When she sees him in the Waterfront later, she lets him know how she feels about his method of communication. The case goes to trial, Debbie testifies that Craig killed the baby; with no evidence to the contrary, the jury finds Craig guilty. Falsone talks with Craig about what really happened; however, it is all to no avail as the following m",,,,,,,,,,,,,,,,,,,,,,
5393,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694473,The Portrait,1959-01-01,21,1959-02-22,6,,,,,,,,,,,,,,,,,,,,,,,
5394,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode498675,"Waste Not, Haunt Not",1999-01-01,3,1999-09-23,3,"When brothers Richard and Stephen improperly dispose of the toxic waste from their failed Science Fair Project in a nearby bog, it comes back to haunt them in the form of a Bog Blob.",,,,,,,,,,,,,,,,,,,,,,
5395,Bill Purple,2,https://www.scads.de/movieBenchmark/resource/TMDB/person1402354,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
5396,Alec Willows,2,https://www.scads.de/movieBenchmark/resource/TMDB/person127748,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5397,Georg Thomalla,2,https://www.scads.de/movieBenchmark/resource/TMDB/person39844,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5398,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1045704,Let's Go Crazy,2015-01-01,7,2015-03-17,2,Mary Jane moves forward with her life; Kara must make a decision to stay partners with Mary Jane.,,,,,,,,,,,,,,,,,,,,,,
5399,Shinji Tonsho,2,https://www.scads.de/movieBenchmark/resource/TMDB/person2123518,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5400,Stellan Skarsgård,2,https://www.scads.de/movieBenchmark/resource/TMDB/person1640,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5401,Peter Highspot,0,https://www.scads.de/movieBenchmark/resource/TMDB/person2259336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5402,Luís Melo,2,https://www.scads.de/movieBenchmark/resource/TMDB/person90219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5403,Geraldine Griffiths,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1484405,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5404,Douglas A. Mowat,0,https://www.scads.de/movieBenchmark/resource/TMDB/person10958,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5405,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1105996,Episode 3,2015-01-01,3,2015-09-23,3,,,,,,,,,,,,,,,,,,,,,,,
5406,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1072954,Episode 3,2014-01-01,3,2014-05-27,1,,,,,,,,,,,,,,,,,,,,,,,
5407,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode516534,The Greenough Family Massacre,2007-01-01,12,2007-11-13,1,"'The small hamlet of Greenough, near Geraldton, in Western Australia, some 400 kilometres north of Perth, will forever be associated with one the most horrific murders in Australian criminal history.In 1993, Karen MacKenzie and her three small children were violently murdered at their isolated house. The brutal and random nature of the attack was eerily similar to ''In Cold Blood'', Truman Capote's world-famous study of a family murder in an isolated house in America.When the Greenough killer was finally tracked down, charged and convicted, much of the evidence was too horrific to be made public.",,,,,,,,,,,,,,,,,,,,,,
5408,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1509343,Silence for Stan,2017-01-01,37,2017-04-25,1,"When Stan is sick and resting in bed, Monty tries to find a quiet game to play, but wonders if all the best games are noisy.",,,,,,,,,,,,,,,,,,,,,,
5409,K. Malathi,1,https://www.scads.de/movieBenchmark/resource/TMDB/person1147473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5410,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode199034,Bologna Maker,2009-01-01,1,2009-01-06,5,Mike heads to Pennsylvania and tries his hand at making bologna and then goes to Alaska to repair a very special toilet.,,,,,,,,,,,,,,,,,,,,,,
5411,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694626,A Greater Strength,1958-01-01,17,1958-02-23,5,,,,,,,,,,,,,,,,,,,,,,,
5412,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode549434,Faceless,1999-01-01,12,1999-05-15,1,"At the Surge Consortium, Prof. Surge himself introduces the new non-polluting battery. Ace the guest there hears a rumbling noise and investigates the newest room with one of the security guards. Both received a surprise attack from a woman with no face. Ace tried to stop her but she outmatched Ace. Hours later, Surge is angry about the theft of the silicon rods and without know understanding the reason. Ace learns that her name is Faceless from Vega, the most clever thief in Electro City. She also been hired by Black Jack to stop Sonny Boy who has been incriminating evidence which could put Black in jail. Faceless starts having much fun to the dismay of Ace who finds the Magic Express particly trashed along with one of her riddles, Vega is caught sleeping on the job by Capt. Freidrichs via the newspaper, and Black Jack who wants Faceless to stick to the job at hand. Ace and Cosmo decipher the riddle and gets set for a midnight meeting on the dock. Faceless steals a titanium tube from",,,,,,,,,,,,,,,,,,,,,,
5413,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694436,My Favorite Monster,1957-01-01,19,1957-01-13,4,,,,,,,,,,,,,,,,,,,,,,,
5414,Kim Seung-su,2,https://www.scads.de/movieBenchmark/resource/TMDB/person1257547,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5415,Janet Roach,1,https://www.scads.de/movieBenchmark/resource/TMDB/person21279,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
5416,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode463170,Beached,1960-01-01,29,1960-05-02,1,,,,,,,,,,,,,,,,,,,,,,,
5417,Toshiyuki Kubooka,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1056311,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
5418,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode324141,The Bowtie,2005-01-01,2,2005-10-02,5,"Larry seeks professional help to secure information about his past. Meanwhile, his place as a gay rights supporter hits a snag.",,,,,,,,,,,,,,,,,,,,,,
5419,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode182392,Spanakopita,2013-01-01,4,2013-06-23,5,A figure from Dr. Venture's past haunts him during his annual vacation to Spanikos.,,,,,,,,,,,,,,,,,,,,,,
5420,Lindsay Duncan,1,https://www.scads.de/movieBenchmark/resource/TMDB/person30083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5421,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1338449,Feeling Raw,2017-01-01,11,2017-07-18,4,"Distrustful of Justin after Kara's firing, Mary Jane tries to make it work with Lee, but resisting Justin is undermining her performance in the coveted co-anchor spot of the morning show.",,,,,,,,,,,,,,,,,,,,,,
5422,Terry Chimes,0,https://www.scads.de/movieBenchmark/resource/TMDB/person151077,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5423,Sermin Mikar,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1603223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5424,Daisuke Gouri,2,https://www.scads.de/movieBenchmark/resource/TMDB/person122191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5425,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1382460,Episode 18,2003-01-01,18,2003-02-05,1,,,,,,,,,,,,,,,,,,,,,,,
5426,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1148015,Chapter 40,2016-01-01,1,2016-03-04,4,Claire's absence causes problems for Frank on the campaign trail amid rumors of a marital rift. Claire tries to strike out on her own.,,,,,,,,,,,,,,,,,,,,,,
5427,Vladimir Korotkevich,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1788490,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5428,Soumitra Chatterjee,2,https://www.scads.de/movieBenchmark/resource/TMDB/person13752,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5429,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1252185,H-E-R– HERO,2017-01-01,12,2017-01-11,1,"In order to get on the good side of their insurance agent to get everything JJ needs, the DiMeos have Dylan make a tough sacrifice at her track meet. Meanwhile, Ray wants to use his brother for inspiration while writing for an essay contest at school, but JJ rejects his plan. But when another student lies using the same plan, Ray and JJ team together to outdo the other student.",,,,,,,,,,,,,,,,,,,,,,
5430,Bryan Grill,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1401965,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5431,Michael Radford,2,https://www.scads.de/movieBenchmark/resource/TMDB/person28898,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
5432,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1255137,Episode 2,1994-01-01,2,1994-01-24,1,,,,,,,,,,,,,,,,,,,,,,,
5433,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode984989,Episode 1,1967-01-01,1,1967-06-23,5,,,,,,,,,,,,,,,,,,,,,,,
5434,Eric Algren,0,https://www.scads.de/movieBenchmark/resource/TMDB/person2153752,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5435,Brian Warner,0,https://www.scads.de/movieBenchmark/resource/TMDB/person2153562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5436,Hat Trick Productions,,https://www.scads.de/movieBenchmark/resource/TMDB/company18939,,,,,,,productionCompany,GB,,,,,,,,,,,,,,,,,,,,
5437,Ian Beckett,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1857434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5438,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode513355,Frame-Up,1973-01-01,7,1973-11-15,1,,,,,,,,,,,,,,,,,,,,,,,
5439,David Lewis Yewdall,2,https://www.scads.de/movieBenchmark/resource/TMDB/person1376514,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5440,Mika Saitou,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1481778,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5441,Thanjai Ramaiyadas,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1661027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5442,Inori Minase,1,https://www.scads.de/movieBenchmark/resource/TMDB/person1325949,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5443,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode972035,Chapter 17,2014-01-01,4,2014-02-14,2,A terror scare at the Capitol traps Francis with a resentful Donald Blythe. Claire gives a live interview that rocks the media.,,,,,,,,,,,,,,,,,,,,,,
5444,Reggie Choyce,0,https://www.scads.de/movieBenchmark/resource/TMDB/person2150401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5445,Československá televize,,https://www.scads.de/movieBenchmark/resource/TMDB/company18369,,,,,,,productionCompany,XC,,,,,,,,,,,,,,,,,,,,
5446,Ágata Roca,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1365795,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5447,Kim Min-Jung,0,https://www.scads.de/movieBenchmark/resource/TMDB/person2150211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5448,Kevin Edland,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1408361,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5449,Isao Tomita,0,https://www.scads.de/movieBenchmark/resource/TMDB/person72510,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5450,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode463133,Who Is Sylvia?,1961-01-01,22,1961-03-13,2,,,,,,,,,,,,,,,,,,,,,,,
5451,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode256996,Episode 4,1999-01-01,4,1999-01-31,2,Beverly is still besotted by John and helps him to destroy all the evidence of Simone's murder. Lucy plays with fire when she joins the local lads for a game of pool. Jo Jo wants to restart her relationship with Dr Kilbride.,,,,,,,,,,,,,,,,,,,,,,
5452,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode182355,"Blood of the Father, Heart of Steel",2009-01-01,1,2009-10-18,4,Henchman 21 copes with life without 24. Brock and the Venture family are forced to part ways. Discover the final fate of H.E.L.P.eR. And Dean must kill Hitler.,,,,,,,,,,,,,,,,,,,,,,
5453,John Gielgud,2,https://www.scads.de/movieBenchmark/resource/TMDB/person11857,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
5454,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1105991,Episode 6,2014-01-01,6,2014-10-08,2,,,,,,,,,,,,,,,,,,,,,,,
5455,Carole Shelley,1,https://www.scads.de/movieBenchmark/resource/TMDB/person58770,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5456,,,https://www.scads.de/movieBenchmark/resource/TMDB/tvSeries3874,Airwaves,1986-01-01,,1986-01-27,,"'Airwaves is a Canadian television dramedy which aired on CBC from 1986 to 1990.The Toronto-filmed show starred Roberta Maxwell as Jean Lipton, a radio talk show host and widowed mother, who lived with her daughter Zoe, played by Ingrid Veninger, and her father Bob, played by Roland Hewgill. Maxwell has indicated that Canadian journalist-activist June Callwood was a basis for her portrayal of Jean.The show's cast also included Taborah Johnson, Alec Willows and Kimble Hall. Writers for the series included Judith Thompson, John Frizzell, Susan Martin, Rob Forsythe and Paul Gross.The series repeated on Vision TV from 1989 to 1991.",,CA,,true,,en,en,Ended,,Airwaves,,12,1,"26, 30",,,,,,,,
5457,"Dory Funk, Jr.",2,https://www.scads.de/movieBenchmark/resource/TMDB/person1194951,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5458,Andrea Morricone,1,https://www.scads.de/movieBenchmark/resource/TMDB/person60628,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5459,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode311128,The Last of the Watermen,1994-01-01,7,1994-12-09,3,"After uncovering the fact that an elderly woman's tongue was cut out, Kay decides it is time to take a vacation. She returns home and while she is there she looks into the murder of an environmentalist. The suspects include her brother, an ex-beau and their co-worker. Pembleton reluctantly becomes Felton's partner and they finish investigating the murder of the elderly woman. Munch is against having a television put in their bar.",,,,,,,,,,,,,,,,,,,,,,
5460,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694621,My Two Hands,1958-01-01,14,1958-02-02,5,,,,,,,,,,,,,,,,,,,,,,,
5461,Simon Downes,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1821634,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5462,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694431,Rhubarb in Apartment B-7,1956-01-01,14,1956-12-02,4,,,,,,,,,,,,,,,,,,,,,,,
5463,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode868779,Episode 4,2012-01-01,4,2012-04-02,2,"The duo look into the murder of an eight-year-old boy, coming up against a pedophile who cruelly deceives his victim's family. Dom's HIV test comes back negative, so he sets out to celebrate - only to endanger his own life and jeopardize Rachel's sergeant's exam in the process. Janet tells Andy she is having second thoughts about their brief liaison, but he finds her decision hard to accept.",,,,,,,,,,,,,,,,,,,,,,
5464,Nathaniel Smith,2,https://www.scads.de/movieBenchmark/resource/TMDB/person1588863,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5465,Richard L. Bare,2,https://www.scads.de/movieBenchmark/resource/TMDB/person111416,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
5466,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode933404,Animal Behavior,2012-01-01,25,2012-07-16,1,Hank and his cat Cameo help teach us about animal behavior and how we can discover why animals do the things they do.,,,,,,,,,,,,,,,,,,,,,,
5467,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1243756,Part 5,2014-01-01,5,2014-08-29,1,,,,,,,,,,,,,,,,,,,,,,,
5468,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1297926,Episode 3,1980-01-01,3,1980-07-07,1,,,,,,,,,,,,,,,,,,,,,,,
5469,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode389907,Cursed,2009-01-01,19,2009-05-02,1,"To protect his realm from the D’Harans, King Gregor persuades the sorcerer Shota to transform him into a vicious beast at sundown each day. But it leads to a dillema for Richard, when that viciousness takes an unintended and tragic turn.",,,,,,,,,,,,,,,,,,,,,,
5470,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1240316,R-A-Y-C RAY-CATION,2016-01-01,8,2016-11-30,1,"Maya enlists the family to assist JJ in romancing a girl at school, but it backfires when JJ expresses his feelings to Claire, and they are not reciprocated. Meanwhile, as the DiMeos are always late, Ray has the family practice to get to school in time for his upcoming weekend field trip.",,,,,,,,,,,,,,,,,,,,,,
5471,Regal Entertainment,,https://www.scads.de/movieBenchmark/resource/TMDB/company8238,,,,,,,productionCompany,PH,,,,,,,,,,,,,,,,,,,,
5472,Herbert Vesely,2,https://www.scads.de/movieBenchmark/resource/TMDB/person134462,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
5473,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1109366,How I Got My Vase,2008-01-01,1,2008-10-02,1,"While at Kylie's, Simon steals one of Reba's dresses and tries it on back at home. Ashlene takes a Polaroid photo of him wearing it and threatens to show it to everyone unless he styles her hair to look like Heather Small's. Debbie finds the dress in the bin, assumes Reba is having an affair with Andy, and fights her in the street. Simon reveals that he took the dress. Debbie tries to quit drinking alcohol but starts again when Andy tells her she is boring when she is sober. Simon sees supposedly-vegan Hayley eating a burger and threatens to tell everyone. To keep him quite, she give him £30, which he spends on a vase that he has had his eye on for a long time.",,,,,,,,,,,,,,,,,,,,,,
5474,Dominique Zardi,2,https://www.scads.de/movieBenchmark/resource/TMDB/person13697,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5475,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode182318,Guess Who's Coming to State Dinner?,2006-01-01,9,2006-09-10,2,"When the Gargantua-1 Space Station breaks orbit and crashes into a wanted terrorist, Colonel Bud Manstrong becomes a national hero.  But did it really happen or is Bud's mother, the indomitable Mrs. Manstrong, behind an insidious plot to assassinate the President?  The mysterious blinking band aid on Bud's head might be the key to a mystery only the ghost of Abraham Lincoln and Team Venture can solve.",,,,,,,,,,,,,,,,,,,,,,
5476,William Self,2,https://www.scads.de/movieBenchmark/resource/TMDB/person49929,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
