id,venue,year,authors,title,entityUrl
2428,SIGMOD Conference,2002,"Divesh Srivastava, Nick Koudas, Nicolas Bruno",Holistic twig joins: optimal XML pattern matching,conf/sigmod/BrunoKS02
2429,SIGMOD Conference,2000,"Richard Sidle, Wolfgang Lehner, Hamid Pirahesh, Roberta Cochrane",Maintenance of Automatic Summary Tables,conf/sigmod/LehnerSPC00
2430,VLDB,1994,"Alon Y. Levy, Divesh Srivastava, Abraham Silberschatz, Maria Zemankova",Challenges for Global Information Systems,conf/vldb/LevySSZ94
2431,SIGMOD Record,1997,"Peter Buneman, Louiqa Raschid, Jeffrey D. Ullman",Mediator Languages - a Proposal for a Standard,journals/sigmod/BunemanRU97
2432,VLDB,1999,"Bruno Tessier, Am�lie Marian, Brendan Hills, Sophie Cluet, Jean-Claude Mamou, Bernd Amann, Anne-Marie Vercoustre, Fr�d�ric Hubert, Vincent Aguilera, Laurent Mignet, Serge Abiteboul, S�bastien Ailleret, Tova Milo, Cassio Souza dos Santos",XML Repository and Active Views Demonstration,conf/vldb/AbiteboulAAACHHMMMMSTV99
2433,SIGMOD Record,2002,"Zhan Cui, Paul O'Brien, Dean M. Jones",Semantic B2B Integration: Issues in Ontology-based Applications,journals/sigmod/CuiJO02
2434,VLDB J.,1995,"K. Bernhard Schiefer, Arun N. Swami",Estimating Page Fetches for Index Scans with Finite LRU Buffers,journals/vldb/SwamiS95
2435,SIGMOD Conference,1994,"Konrad Schwarz, eva K�hn, Thomas Tschernko",A Language Based Multidatabase System,conf/sigmod/KuhnTS94
2436,VLDB J.,1994,"Stanley Y. W. Su, Nabil Kamel, Ping Wu",A Pattern-Based Object Calculus,journals/vldb/KamelWS94
2437,VLDB J.,1995,?,Title,journals/vldb/C95a
2438,SIGMOD Record,1995,"Murali Venkatrao, Michael Pizzo",SQL/CLI - A New Binding Style for SQL,journals/sigmod/VenkatraoP95
2439,SIGMOD Record,1999,"Paul H. Lewis, Joseph Kuan",A Study on Data Point Search for HG-Trees,journals/sigmod/KuanL99
2440,VLDB,1996,"Yannis Papakonstantinou, Hector Garcia-Molina, Serge Abiteboul",Object Fusion in Mediator Systems,conf/vldb/PapakonstantinouAG96
2441,VLDB,2002,"Konrad Stocker, Alfons Kemper, Stefan Seltzsam, Markus Keidl",ServiceGlobe: Distributing E-Services Across the Internet,conf/vldb/KeidlSSK02
2442,VLDB,1998,Donald R. Slutz,Massive Stochastic Testing of SQL,conf/vldb/Slutz98
2443,SIGMOD Conference,1998,Roberto J. Bayardo Jr.,Efficiently Mining Long Patterns from Databases,conf/sigmod/Bayardo98
2444,VLDB,1998,"Gerhard Weikum, Peter Muth, Patrick E. O'Neil, Achim Pick","Design, Implementation, and Performance of the LHAM Log-Structured History Data Access Method",conf/vldb/MuthOPW98
2445,VLDB,2003,"Shruti Kasetty, Colin Meek, Jignesh M. Patel",OASIS: An Online and Accurate Technique for Local-alignment Searches on Biological Sequences,conf/vldb/MeekPK03
2446,ACM Trans. Database Syst.,1995,"Leo Mark, Lars B�kgaard",Incremental Computation of Nested Relational Query Expressions,journals/tods/BaekgaardM95
2447,SIGMOD Conference,2000,"Mario A. Lopez, Simonas Saltenis, Christian S. Jensen, Scott T. Leutenegger",Indexing the Positions of Continuously Moving Objects,conf/sigmod/SaltenisJLL00
2448,SIGMOD Conference,1999,"Jiawei Han, Teresa Mah, Laks V. S. Lakshmanan, Raymond T. Ng",Exploratory Mining via Constrained Frequent Set Queries,conf/sigmod/NgLHM99
2449,SIGMOD Conference,1995,Sanju K. Bansal,Real World Requirements for Decision Support - Implications for RDBMS,conf/sigmod/Bampahl95
2450,SIGMOD Conference,1999,"Kevin Chen-Chuan Chang, Hector Garcia-Molina",Mind Your Vocabulary: Query Mapping Across Heterogeneous Information Sources,conf/sigmod/ChangG99
2451,ACM Trans. Database Syst.,2002,"Viswanath Poosala, Phillip B. Gibbons, Yossi Matias",Fast incremental maintenance of approximate histograms,journals/tods/GibbonsMP02
2452,SIGMOD Conference,1995,"Ouri Wolfson, A. Prasad Sistla",Temporal Conditions and Integrity Constraints in Active Database Systems,conf/sigmod/SistlaW95
2453,VLDB,2002,Roger King,The Rubicon of Smart Data,conf/vldb/King02
2454,SIGMOD Record,1999,"Terence Critchlow, Ron Musick",Practical Lessons in Supporting Large-Scale Computational Science,journals/sigmod/MusickC99
2455,SIGMOD Record,2001,Dan Suciu,On Database Theory and XML,journals/sigmod/Suciu01
2456,VLDB J.,1997,"Amit Shukla, Miron Livny, Michael J. Carey, Laura M. Haas",Seeking the Truth About ad hoc Join Costs,journals/vldb/HaasCLS97
2457,VLDB,2003,"Philip S. Yu, Charu C. Aggarwal, Jiawei Han, Jianyong Wang",A Framework for Clustering Evolving Data Streams,conf/vldb/AggarwalHWY03
2458,VLDB J.,1994,?,"Title, Foreword, Special Issue Editorial",journals/vldb/C94a
2459,VLDB,2003,"Ming-Syan Chen, Chi-Chun Lin",VIPAS: Virtual Link Powered Authority Search in the Web,conf/vldb/ChenL03
2460,VLDB,1996,Karl-Heinz Hess,Very Large Databases in a Commercial Application Environment,conf/vldb/Hess96
2461,VLDB J.,1999,"Martin L. Kersten, Peter A. Boncz",MIL Primitives for Querying a Fragmented World,journals/vldb/BonczK99
2462,VLDB J.,2001,"Bruce G. Lindsay, Hamid Pirahesh, Berthold Reinwald, Michael J. Carey, Rimon Barr, Jayavel Shanmugasundaram, Eugene J. Shekita",Efficiently publishing relational data as XML documents,journals/vldb/ShanmugasundaramSBCLPR01
2463,SIGMOD Conference,1995,Charly Kleissner,"Enterprise Objects Framework, A Second Generation Object-Relational Enabler",conf/sigmod/Kleissner95
2464,SIGMOD Conference,2001,"Qiong Luo, Divyakant Agrawal, Wen-Syan Li, Wang-Pin Hsiung, K. Sel�uk Candan",Enabling Dynamic Content Caching for Database-Driven Web Sites,conf/sigmod/CandanLLHA01
2465,SIGMOD Conference,1998,"Goetz Graefe, Per-�ke Larson",Memory Management During Run Generation in External Sorting,conf/sigmod/LarsonG98
2466,SIGMOD Conference,1995,"Diane L. Davison, Goetz Graefe",Dynamic Resource Brokering for Multi-User Query Execution,conf/sigmod/DavisonG95
2467,SIGMOD Conference,2002,"Michael Rabinovich, Pradnya Karbhari, Fred Douglis, Zhen Xiao",ACDN: a content delivery network for applications,conf/sigmod/KarbhariRXD02
2468,VLDB,2002,"Jeffrey F. Naughton, Pradeep Shenoy, Raghav Kaushik, Philip Bohannon",Updates for Structure Indexes,conf/vldb/KaushikBNS02
2469,VLDB,2003,"Krithi Ramamritham, Shyamshankar Dharmarajan, Shetal Shah",An Efficient and Resilient Approach to Filtering and Disseminating Streaming Data,conf/vldb/ShahDR03
2470,ACM Trans. Database Syst.,2001,Richard T. Snodgrass,Editorial,journals/tods/Snodgrass01
2471,VLDB,2002,"Donald Kossmann, Frank Ramsak, Steffen Rost",Shooting Stars in the Sky: An Online Algorithm for Skyline Queries,conf/vldb/KossmannRR02
2472,VLDB,1995,"Michael Stonebraker, Nicholas J. Belkin, Gio Wiederhold, Erich J. Neuhold, Leonard J. Seligman",Metrics for Accessing Heterogeneous Data: Is There Any Hope? (Panel),conf/vldb/SeligmanBNSW95
2473,SIGMOD Record,2000,"Ralf-Detlef Kutsche, Geert-Jan Houben, Mark Roantree, Bodo Rieger, Wilhelm Hasselbring, Kazimierz Subieta, Willem-Jan van den Heuvel","Research and Practice in Federated Information Systems, Report of the EFIS '2000 International Workshop",journals/sigmod/HasselbringHHKRRS00
2474,ACM Trans. Database Syst.,1997,"Christian S. Jensen, Tom�s Isakowitz, Richard T. Snodgrass, Curtis E. Dyreson, James Clifford",On the Semantics of ``Now'' in Databases,journals/tods/CliffordDIJS97
2475,VLDB,2000,"Haifeng Yu, Amin Vahdat",Efficient Numerical Error Bounding for Replicated Network Services,conf/vldb/YuV00
2476,VLDB,1999,"Andrew Tomkins, Prabhakar Raghavan, Ravi Kumar, Sridhar Rajagopalan",Extracting Large-Scale Knowledge Bases from the Web,conf/vldb/KumarRRT99
2477,SIGMOD Record,1998,"Roger S. Barga, David B. Lomet, Per-�ke Larson, Surajit Chaudhuri, Vivek R. Narasayya",The Microsoft Database Research Group,journals/sigmod/LometBCLN98
2478,SIGMOD Record,1996,"Jeffrey D. Ullman, Abraham Silberschatz, Michael Stonebraker",Database Research: Achievements and Opportunities Into the 21st Century,journals/sigmod/SilberschatzSU96
2479,VLDB,2001,"Peter M. G. Apers, Milan Petkovic, Roelof van Zwol, Menzo Windhouwer, Henk Ernst Blok, Martin L. Kersten, Willem Jonker",Flexible and scalable digital library search,conf/vldb/BlokWZPAKJ01
2480,SIGMOD Conference,1997,Ralf Kramer,Databases on the Web: Technologies for Federation Architectures and Case Studies (Tutorial),conf/sigmod/Kramer97
2481,SIGMOD Record,1997,Michael J. Franklin,Editor's Notes,journals/sigmod/Franklin97
2482,SIGMOD Conference,2000,"Igor Tatarinov, Wai Tak Theodora Yeung, Shiori Betzler, Jing Su, Jayant Madhavan, Rachel Pottinger, Alon Y. Levy, Ewa Jaslikowska, Stefan Saroiu, Qiong Chen, Zachary G. Ives",Self-Organizing Data Sharing Communities with SAGRES,conf/sigmod/IvesLPST00
2483,SIGMOD Record,1995,Xiaolei Qian,"Turmoil at NASA, and Numerous Funding Announcements",journals/sigmod/Qian95a
2484,VLDB,2002,"Eileen Oi-Yan Mak, Quan Z. Sheng, Boualem Benatallah, Marlon Dumas",SELF-SERV: A Platform for Rapid Composition of Web Services in a Peer-to-Peer Environment,conf/vldb/ShengBDM02
2485,SIGMOD Record,1998,"Israel Ben-Shaul, Benny Reich",A Componentized Architecture for Dynamic Electronic Markets,journals/sigmod/ReichB98
2486,SIGMOD Conference,1998,C. Gregory Doherty,Database Systems Management and Oracle8,conf/sigmod/Doherty98
2487,SIGMOD Conference,2001,"Divesh Srivastava, Flip Korn, Johannes Gehrke",On Computing Correlated Aggregates Over Continual Data Streams,conf/sigmod/GehrkeKS01
2488,SIGMOD Conference,1999,"Alin Deutsch, Mary F. Fernandez, Dan Suciu",Storing Semistructured Data with STORED,conf/sigmod/DeutschFS99
2489,SIGMOD Record,2002,"Elaheh Pourabbas, Maurizio Rafanelli",A Pictorial Query Language for Querying Geographic Databases using Positional and OLAP Operators,journals/sigmod/PourabbasR02
2490,VLDB,1997,"Surajit Chaudhuri, Vivek R. Narasayya",An Efficient Cost-Driven Index Selection Tool for Microsoft SQL Server,conf/vldb/ChaudhuriN97
2491,SIGMOD Record,2000,Richard T. Snodgrass,SIGMOD Program Review,journals/sigmod/Snodgrass00c
2492,VLDB,1996,Boris Klots,Cache Coherency in Oracle Parallel Server,conf/vldb/Klots96
2493,VLDB,1999,David Campbell,"The New Locking, Logging, and Recovery Architecture of Microsoft SQL Server 7.0",conf/vldb/Campbell99
2494,VLDB J.,1997,"Arturo Jaime, Oscar D�az",EXACT: An Extensible Approach to Active Object-Oriented Databases,journals/vldb/DiazJ97
2495,VLDB,1997,"Edward L. Wimmers, Donald Kossmann, Jun Yang, Laura M. Haas",Optimizing Queries Across Diverse Data Sources,conf/vldb/HaasKWY97
2496,SIGMOD Record,2003,Ling Liu,Editor's Notes,journals/sigmod/Liu03
2497,SIGMOD Conference,1994,Won Kim,UniSQL/X Unified Relational and Object-Oriented Database System,conf/sigmod/Kim94
2498,SIGMOD Conference,1995,Charles Levine,Order-of-Magnitude Advantage of TPC-C Though Massive Parallelism,conf/sigmod/Levine95
2499,VLDB,1999,"Evaggelia Pitoura, Panos K. Chrysanthis",Exploiting Versions for Handling Updates in Broadcast Disks,conf/vldb/PitouraC99
2500,SIGMOD Conference,1995,"Walter G. Wilson, Ambuj Goyal, Sriram Padmanabhan, Gilles Fecteau, Anant Jhingran, Chaitanya K. Baru, Hui-I Hsiao",An Overview of DB2 Parallel Edition,conf/sigmod/BaruFGHJPW95
2501,SIGMOD Conference,2000,Michael J. Carey,On XML and Databases: Where's the Beef? (Panel Abstract),conf/sigmod/Carey00
2502,VLDB J.,2000,"Alon Y. Levy, Dan Suciu, Daniela Florescu, Mary F. Fernandez",Declarative Specification of Web Sites with Strudel,journals/vldb/FernandezFLS00
2503,SIGMOD Conference,1998,"Masaru Kitsuregawa, Takahiko Shintani",Parallel Mining Algorithms for Generalized Association Rules with Classification Hierarchy,conf/sigmod/ShintaniK98
2504,SIGMOD Record,1994,"Hans-J�rg Schek, Moira C. Norrie, Gerhard Weikum, Stephen Blott",The Database Research Group at ETH Zurich,journals/sigmod/NorrieBSW94
2505,ACM Trans. Database Syst.,1997,"John S. Keen, William J. Dally",Extended Ehemeral Logging: Log Storage Management for Applications with Long Lived Transactions,journals/tods/Keen97
2506,VLDB,2003,Sophie Cluet,Who needs XML Databases?,conf/vldb/Cluet03
2507,SIGMOD Record,2002,"Munindar P. Singh, E. Michael Maximilien",Conceptual Model of Web Service Reputation,journals/sigmod/MaximilienS02
2508,SIGMOD Record,2003,Richard T. Snodgrass,TODS Reviewers,journals/sigmod/Snodgrass03a
2509,SIGMOD Record,1999,Michael J. Franklin,Editor's Notes,journals/sigmod/Franklin99a
2510,VLDB,1997,"Wei Wang, Richard R. Muntz, Jiong Yang",STING: A Statistical Information Grid Approach to Spatial Data Mining,conf/vldb/WangYM97
2511,VLDB J.,2003,"Chee Yong Chan, Minos N. Garofalakis, Rajeev Rastogi",RE-tree: an efficient index structure for regular expressions,journals/vldb/ChanGR03
2512,SIGMOD Conference,1999,"David B. Lomet, Roger S. Barga",Phoenix: Making Applications Robust,conf/sigmod/BargaL99
2513,SIGMOD Conference,2001,Reed M. Meseck,"Data Management: Lasting Impact of the Wild Wild, Wild, Web",conf/sigmod/Meseck01
2514,SIGMOD Record,2001,Peter Fankhauser,XQuery Formal Semantics: State and Challenges,journals/sigmod/Fankhauser01
2515,VLDB,2002,"Wolfgang Mahnke, Christian Mathis, Hans-Peter Steiert",Extending an ORDBMS: The StateMachine Module,conf/vldb/MahnkeMS02
2516,SIGMOD Conference,2003,"Beng Chin Ooi, Bin Cui, Kian-Lee Tan, Jianwen Su",Contorting High Dimensional Data for Efficient Main Memory Processing,conf/sigmod/CuiOTS03
2517,SIGMOD Conference,1994,"Thomas Brinkhoff, Hans-Peter Kriegel, Ralf Schneider, Bernhard Seeger",GENESYS: A System for Efficient Spatial Query Processing,conf/sigmod/BrinkhoffKSS94a
2518,VLDB,2001,"Surajit Chaudhuri, Kyuseok Shim",Storage and Retrieval of XML Data Using Relational Databases,conf/vldb/ChaudhuriS01
2519,SIGMOD Conference,1994,"Narain H. Gehani, Krithi Ramamritham, Alexandros Biliris, H. V. Jagadish, Shaul Dar",ASSET: A System for Supporting Extended Transactions,conf/sigmod/BilirisDGJR94
2520,ACM Trans. Database Syst.,2001,"Takeshi Tokuyama, Yasuhiko Morimoto, Shinichi Morishita, Takeshi Fukuda",Data Mining with optimized two-dimensional association rules,journals/tods/FukudaMMT01
2521,VLDB,1995,"Thomas Tesch, Peter Muth, Wolfgang Klas, Marek Rusinkiewicz, J�rgen W�sch",Towards a Cooperative Transaction Model - The Cooperative Activity Model,conf/vldb/RusinkiewiczKTWM95
2522,SIGMOD Record,2002,"Mariano Cilia, Alejandro P. Buchmann",An Active Functionality Service for E-Business Applications,journals/sigmod/CiliaB02
2523,VLDB,2000,"Robert Fenk, Rudolf Bayer, Volker Markl, Martin Zirkel, Frank Ramsak, Klaus Elhardt",Integrating the UB-Tree into a Database System Kernel,conf/vldb/RamsakMFZEB00
2524,SIGMOD Conference,1995,Christos Faloutsos,Indexing Multimedia Databases (Tutorial),conf/sigmod/Faloutsos95
2525,SIGMOD Conference,1994,"Arun N. Swami, K. Bernhard Schiefer",Estimating Page Fetches for Index Scans with Finite LRU Buffers,conf/sigmod/SwamiS94
2526,VLDB,1995,"Chengwen Liu, A. Prasad Sistla, Clement T. Yu, King Liu",Similarity based Retrieval of Pictures Using Indices on Spatial Relationships,conf/vldb/SistlaYLL95
2527,SIGMOD Conference,2001,"Tali Yatzkar-Haham, Asaf Adi, David Botzer, Opher Etzion",Monitoring Business Processes through Event Correlation based on Dependency Model,conf/sigmod/AdiBEY01
2528,SIGMOD Record,1999,"Timos K. Sellis, Panos Vassiliadis",A Survey of Logical Models for OLAP Databases,journals/sigmod/VassiliadisS99
2529,ACM Trans. Database Syst.,1995,"Dennis Shasha, Eric Simon, Patrick Valduriez, Fran�ois Llirbat",Transaction Chopping: Algorithms and Performance Studies,journals/tods/ShashaLSV95
2530,VLDB,1996,"David J. DeWitt, Michael J. Carey",Of Objects and Databases: A Decade of Turmoil,conf/vldb/CareyD96
2531,VLDB,2003,"Michael J. Franklin, Moustafa A. Hammad, Ahmed K. Elmagarmid, Walid G. Aref",Scheduling for shared window joins over data streams,conf/vldb/HammadFAE03
2532,VLDB,2000,"Sihem Amer-Yahia, Theodore Johnson",Optimizing Queries on Compressed Bitmaps,conf/vldb/JohnsonA00
2533,SIGMOD Record,1999,"Claudia Bauzer Medeiros, Mario A. Nascimento",Report on the 13th Brazilian Symposium on Database Systems (SBBD'98),journals/sigmod/NascimentoM99
2534,VLDB,2000,"Mallela Subramanyam, Mitul Tiwari, Sandeep Srivastava, Soumen Chakrabarti",Memex: A Browsing Assistant for Collaborative Archiving and Mining of Surf Trails,conf/vldb/ChakrabartiSST00
2535,SIGMOD Conference,1999,Bassel Ojjeh,Microsoft Site Server (Commerce Edition),conf/sigmod/Ojjeh99
2536,ACM Trans. Database Syst.,2001,"Fereidoon Sadri, Laks V. S. Lakshmanan, Subbu N. Subramanian",SchemaSQL: An extension to SQL for multidatabase interoperability,journals/tods/LakshmananSS01
2537,VLDB J.,1995,"Joan Peckham, Bonnie MacKellar, Michael Doherty",Data Model for Extensible Support of Explicit Relationships in Design Databases,journals/vldb/PeckhamMD95
2538,VLDB,2002,"Erhard Rahm, Hong Hai Do",COMA - A System for Flexible Combination of Schema Matching Approaches,conf/vldb/DoR02
2539,SIGMOD Conference,2000,"Nick Roussopoulos, Alexandros Labrinidis",WebView Materialization,conf/sigmod/LabrinidisR00
2540,VLDB,1994,"Jiawei Han, Zhaohui Xie",Join Index Hierarchies for Supporting Efficient Navigations in Object-Oriented Databases,conf/vldb/XieH94
2541,SIGMOD Record,1998,"Andrew Eisenberg, Jim Melton","SQLJ Part 0, Now Known as SQL/OLB (Object-Language Bindings)",journals/sigmod/EisenbergM98a
2542,VLDB J.,1996,"Jeffrey F. Naughton, John C. Shafer, David J. DeWitt, Shivakumar Venkataraman",Parallelising OODBMS Traversals: A Performance Evaluation,journals/vldb/DeWittNSV96
2543,SIGMOD Record,2003,"Elaheh Pourabbas, Alberto d'Onofrio",Modelling temporal thematic map contents,journals/sigmod/dOnofrioP03
2544,VLDB,2003,"Richard A. Hankins, Jignesh M. Patel","Data Morphing: An Adaptive, Cache-Conscious Storage Technique",conf/vldb/HankinsP03
2545,SIGMOD Record,1997,"Birgitta K�nig-Ries, Peter C. Lockemann","Research in Databases and Data-Intensive Applications - Computer Science Department and FZI, University of Karlsruhe",journals/sigmod/Konig-RiesL97
2546,SIGMOD Conference,1997,"Arthur M. Keller, Michael R. Genesereth, Oliver M. Duschka",Infomaster: An Information Integration System,conf/sigmod/GeneserethKD97
2547,SIGMOD Record,1998,"V. Wiktor Marek, Bradley F. Burton",Applications of the JAVA Programming Language to Database Management,journals/sigmod/BurtonM98
2548,SIGMOD Record,1996,Jennifer Widom,Editor's Notes,journals/sigmod/Widom96a
2549,SIGMOD Record,2003,"Anastassia Ailamaki, Joseph M. Hellerstein",Exposing undergraduate students to database system internals,journals/sigmod/AilamakiH03
2550,VLDB J.,2000,Malcolm P. Atkinson,Guest editorial,journals/vldb/Atkinson00
2551,VLDB,1995,"Kouichi Yasutake, Kazutoshi Sumiya, Yoshihiko Imai, Hirohiko Tanaka, Norio Sanada",A Product Specification Database for Visual Prototyping,conf/vldb/SumiyaYTSI95
2552,VLDB,1995,"Jiawei Han, Yongjian Fu",Discovery of Multiple-Level Association Rules from Large Databases,conf/vldb/HanF95
2553,VLDB,1998,"Hans-Peter Kriegel, Bernhard Braunm�ller, Thomas Seidl, Mihael Ankerst",Improving Adaptable Similarity Query Processing by Using Approximations,conf/vldb/AnkerstBKS98
2554,VLDB,1996,Dan Suciu,Implementation and Analysis of a Parallel Collection Query Language,conf/vldb/Suciu96a
